439;12;23; 2; 5;15;26; 3;11;22;
293; 5;22; 1; 4;23;31; 5;16;24;
367;11;24; 3; 1; 8;22; 4;16;25;
425; 9;17; 4; 2;18;32; 2;15;23;
414; 3;15; 1; 9;23;32; 2;12;23;
384; 8;16; 3; 2;12;25; 3;11;19;
424; 9;19; 4; 5;16;24; 2;10;19;
382;12;22; 2; 5;22;30; 5;15;23;
642; 5;17; 1; 3;12;29; 5;15;23;
393; 4;15; 3;10;23;31; 1;10;22;
377;10;25; 4; 9;15;24; 9;17;23;
532; 1;22; 4; 5;19;30; 2;12;25;
392; 3;23; 2; 2;18;32; 4;12;25;
554;11;24; 2; 4;23;32; 1; 9;17;
450; 3;23; 1; 3;19;30; 3;11;19;
383; 4;19; 2; 3;16;29; 2;10;18;
449; 5;17; 1; 2;15;32; 1; 9;24;
247; 1;25; 1; 3;12;25; 8;17;25;
409; 2;11; 2; 9;19;29; 2;15;25;
422; 2;12; 3; 1;15;24; 3;10;18;
440; 1;15; 1;15;23;32; 1;12;23;
397; 2;25; 3; 3;18;30; 3;12;24;
365; 5;15; 3; 1;18;30; 8;16;25;
366; 8;19; 1; 5;22;31; 2;12;23;
471; 9;18; 1; 8;16;25; 2; 9;18;
404; 2;25; 3; 3;22;32; 2;17;25;
505; 5;16; 4; 2;10;23; 3;15;24;
415; 5;16; 3; 9;25;32; 3;11;22;
416; 4;19; 4; 3;17;30; 5;15;23;
402; 1;19; 3; 4;15;30; 1;10;18;
403; 5;22; 2; 4;12;29; 2;10;19;
509; 4;15; 1; 2;15;32; 3;11;23;
441; 1;19; 2; 5;19;30; 4;12;24;
641; 4;25; 1; 4;17;30; 1;11;24;
461; 8;23; 1; 1;18;26; 8;15;22;
390; 2;19; 4; 9;18;29; 2;16;24;
388; 9;25; 3; 4;17;31; 2;11;22;
387; 1;18; 4;10;23;32; 1;10;18;
411;15;23; 1; 3;16;24; 1; 9;22;
412; 8;18; 4; 2;10;32; 5;17;25;
413; 3;24; 4; 1;22;30; 1;10;19;
427;10;22; 3; 4;12;29; 1;12;24;
400;10;23; 3; 1; 9;26; 8;16;25;
481; 8;22; 2; 2;16;24; 2;11;22;
288; 3;12; 4; 5;22;31; 3;15;24;
472; 3;18; 4;10;18;29; 5; 8;19;
473; 4;22; 4; 3;17;29; 1;10;19;
488; 8;17; 4; 8;16;26; 4;15;24;
399;10;23; 2; 2;10;31; 1;11;22;
395; 3;19; 2; 5;17;31; 5;15;24;
401; 9;23; 3; 2;19;31; 1; 9;25;
417; 4;19; 4; 5;17;30; 5;15;23;
418; 4;12; 3; 8;17;26; 1;10;18;
406;15;25; 4; 4;18;31; 1;11;23;
405; 9;17; 4; 9;23;31; 3;17;25;
487; 3;23; 1; 2;17;25; 5;12;22;
385;11;19; 2; 8;18;31; 8;15;24;
464; 4;25; 1; 4;17;30; 1;11;24;
465; 8;23; 1; 1;18;26; 8;15;22;
466; 4;18; 3; 4;15;30; 2;10;19;
451;11;25; 2; 4;12;22; 3;16;25;
452; 1;18; 2;10;23;32; 1;10;18;
453; 3;16; 1; 5;23;32; 4;12;22;
468;12;25; 2; 1;22;30; 2;12;24;
455; 4;19; 4; 3;12;22; 1;10;19;
454;10;24; 3; 3;19;29; 2;11;19;
410; 8;16; 1; 3;12;23; 9;15;23;
496; 5;15; 4; 3;23;31; 5;15;23;
497; 8;19; 4; 9;18;26; 4;12;23;
498;10;22; 3; 4;12;29; 1;10;24;
510; 3;17; 2; 8;17;25; 4;12;23;
511; 9;17; 1;10;22;30; 3;15;25;
482; 3;15; 4; 1;12;32; 5;15;23;
484;11;22; 4; 8;22;30; 4; 8;18;
485; 4;17; 1; 2;24;32; 1; 8;17;
79; 8;24; 3; 4;18;29; 2;16;25;
475;10;24; 1; 5;22;31; 5;15;24;
476; 5;25; 2; 5;19;29; 2;12;23;
483; 5;23; 2; 5;15;23; 1; 9;23;
477; 1;19; 2;15;24;32; 5;16;25;
491;12;24; 2; 8;16;24; 2;15;25;
490; 8;18; 1; 5;17;25; 2;12;22;
443; 3;15; 3; 3;18;31; 2;10;19;
444; 4;12; 3; 5;17;26; 1;10;18;
504;10;23; 4; 5;16;25; 3;15;24;
407; 2;16; 4; 3;18;26; 3;11;24;
515;10;25; 1; 1;12;29; 2;10;19;
429; 1;19; 2; 5;19;30; 4;12;24;
55; 9;25; 3; 1;15;26; 2;12;23;
421; 5;24; 4; 2;12;31; 8;17;23;
374; 2;17; 2; 4;16;26; 4;12;25;
467; 5;17; 3; 2;16;31; 5;16;24;
644; 2;17; 2; 3;16;31; 3;12;22;
372; 9;18; 1; 8;17;25; 5;15;25;
534; 5;16; 4; 5;18;32; 2;11;25;
643; 3;19; 2; 2;12;24; 3;11;19;
456;15;25; 4; 2;15;24; 8;16;24;
457; 3;15; 4; 8;17;25; 9;17;23;
459; 1;24; 1; 1;22;31; 3;11;24;
545; 9;22; 1;10;18;30; 3;11;24;
231; 2;23; 3; 3;17;30; 4;12;22;
458; 9;22; 1; 1;15;26; 5;15;23;
499; 2;24; 1; 3;23;31; 1;11;25;
500; 5;18; 3; 5;16;24; 3;17;25;
501; 8;19; 4; 2;17;25; 1; 9;18;
513; 4;12; 3; 1;15;32; 2;15;22;
486;10;25; 1;10;18;31; 3;11;22;
524; 9;18; 4; 3;17;25; 2;10;19;
268; 4;16; 3; 1; 9;23; 3;16;24;
474; 8;19; 1; 1; 9;31; 5;15;24;
478; 4;18; 3; 4;15;30; 2;10;19;
479; 3;15; 1; 2;12;23; 1;12;25;
565; 9;17; 4; 3;18;32; 3;11;22;
376;16;25; 2;16;24;31; 3;11;22;
213; 9;25; 3; 9;17;31; 1; 9;19;
445; 2;18; 1; 4;12;22; 8;16;25;
446; 1;22; 2; 2;10;23; 4;12;24;
506; 2;18; 1; 4;12;22; 2;10;19;
508; 3;24; 2; 1;19;29; 4;16;24;
492; 1;19; 3; 4;15;30; 1;10;18;
514; 3;23; 1; 2;12;26; 5;16;24;
516; 3;17; 3; 4;16;30; 4;12;23;
493; 2;16; 4; 3;18;26; 3;11;24;
494; 9;17; 1; 1;10;22; 4;15;25;
27; 2;12; 3; 9;19;29; 1; 9;17;
226; 1;25; 3; 5;18;30; 2;12;24;
419; 5;17; 1; 9;17;25; 5;18;25;
583; 2;11; 3; 2;18;29; 2;11;19;
470; 5;16; 4; 5;18;32; 2;11;25;
460; 1;25; 4; 3;17;29; 3;12;23;
541; 8;23; 4; 5;16;24; 2;10;19;
502; 4;23; 1; 3;18;29; 1;11;19;
597; 1;18; 3; 5;15;26; 4;15;25;
620; 2;12; 3; 1; 9;31; 2;10;24;
621; 4;23; 1; 3;18;29; 1;11;19;
627; 9;25; 2; 2;12;32; 5;15;25;
587; 3;24; 1; 2;15;32; 4;15;25;
603;12;25; 2; 1;22;30; 2;12;24;
599; 8;22; 4; 5;22;31; 3;12;23;
480; 1;19; 1; 4;16;24; 1;10;25;
447; 1;25; 1; 1; 9;31; 3;12;25;
