439; 1;25; 3;10;19;29; 8;15;24;
293; 2;16; 1; 8;22;32; 1; 9;19;
367; 9;15; 3;10;23;32; 5;15;25;
425;10;16; 1; 2;18;30; 2;11;19;
414; 1;25; 1; 4;18;31; 5;16;25;
384;12;22; 3;10;22;30; 1;15;24;
424; 5;25; 2; 4;16;26; 3;12;22;
382; 3;19; 2; 3;16;23; 3;12;24;
642; 1;24; 1; 2;17;32; 2;10;17;
393; 5;16; 4; 4;15;25; 4;11;22;
377; 4;23; 1; 8;17;26; 4;11;19;
532; 3;23; 4; 5;12;29; 4;11;24;
392; 1;25; 2; 4;18;30; 9;16;23;
554; 8;18; 4; 1;22;31; 1; 9;19;
450;10;25; 4; 5;15;24; 4;11;18;
383; 4;15; 2; 9;16;31; 2;10;18;
449; 1;24; 1; 4;12;30; 2; 9;19;
247; 3;24; 3; 1;15;22; 1;10;23;
409; 9;19; 1; 2;17;25; 9;17;25;
422;11;19; 2; 5;23;31; 3;12;22;
440; 2;23; 2; 3;12;32; 3;10;22;
397; 3;18; 4; 5;18;30; 3;11;24;
365;12;24; 1; 3;12;31; 3;10;23;
366; 2;17; 3; 1;16;23; 5;16;24;
471;11;25; 1; 3;15;25; 5;12;18;
404; 5;16; 2; 4;16;32; 2;10;19;
505; 2;19; 2; 9;18;26; 8;15;22;
415;12;22; 2; 8;16;26; 8;17;23;
416; 9;18; 4; 5;15;30; 4;11;19;
402; 9;23; 1; 2;19;30; 1;10;22;
403; 1;24; 4; 8;17;30; 8;16;23;
509; 3;18; 1; 1;15;24; 5;10;18;
441; 3;23; 4; 4;12;22; 9;17;22;
641; 2;17; 2; 9;17;31; 3;18;25;
461; 2;17; 3; 1;19;29; 3;16;23;
390; 8;22; 1; 2;19;26; 2;10;17;
388; 1;18; 2; 3;18;29; 8;16;25;
387;12;25; 4; 1; 9;32; 8;15;25;
411;11;24; 4; 8;15;32; 1;11;24;
412; 4;18; 3; 5;12;29; 5;16;23;
413; 1;17; 4; 9;19;31; 4;15;22;
427; 5;23; 2; 4;17;30; 3;12;19;
400; 5;19; 3; 9;19;29; 1; 9;19;
481; 3;22; 1; 2;19;25; 1;10;17;
288; 1;24; 3; 1;12;31; 1; 9;23;
472; 4;12; 4; 9;18;26; 4;16;24;
473; 1;16; 3; 5;18;25; 4;11;23;
488; 8;17; 2; 4;12;23; 1; 9;17;
399;10;17; 2; 8;22;31; 2;15;25;
395;10;24; 4; 5;12;30; 8;15;24;
401; 4;23; 1; 2;17;25; 3;12;18;
417; 9;18; 4; 5;15;30; 2;11;19;
418; 8;17; 4; 3;16;24; 2;16;25;
406;12;22; 4; 8;15;26; 4;11;19;
405; 2;24; 1; 1;16;31; 3;15;24;
487; 4;25; 4;10;22;29; 3;12;23;
385; 2;15; 4; 3;16;30; 1;17;24;
464; 2;17; 2; 9;17;31; 3;18;25;
465; 2;17; 3; 1;19;29; 3;16;23;
466; 5;16; 1; 2;19;32; 1;17;24;
451; 1;22; 3; 4;12;29; 2;10;18;
452;12;25; 4; 1; 9;32; 8;15;25;
453; 4;24; 1; 9;19;30; 3;17;25;
468;11;24; 1; 4;18;32; 1;10;17;
455; 3;12; 3; 2;15;22; 2;11;25;
454; 8;16; 4; 2;12;26; 1;12;19;
410; 2;15; 1; 2;17;25; 8;17;25;
496;11;22; 4; 2;15;23; 9;16;23;
497; 3;16; 3; 3;15;25; 5;15;23;
498; 5;23; 2; 4;17;30; 3;12;19;
510; 8;17; 4; 5;16;24; 2;11;22;
511;12;24; 1; 3;16;24; 2;18;25;
482; 3;25; 2; 2;16;24; 8;16;23;
484; 1;18; 3; 8;22;30; 8;17;24;
485; 9;17; 3; 3;18;31; 1;11;25;
79;12;23; 4; 1;18;32; 5;15;24;
475; 8;23; 1; 3;12;31; 2;10;22;
476; 3;15; 4; 3;17;25; 4;12;19;
483; 2;25; 1; 9;17;29; 2;11;18;
477;12;25; 2; 4;12;23; 1; 8;18;
491;12;23; 4; 3;12;22; 2;12;22;
490; 4;15; 4;10;17;25; 1; 9;17;
443; 1;16; 1; 2;17;24; 1;12;23;
444; 8;17; 4; 3;16;24; 2;16;24;
504; 4;22; 3; 2;12;26; 2;11;19;
407; 8;17; 1; 5;17;24; 4;11;23;
515; 3;22; 2; 9;18;31; 3;15;24;
429;10;22; 3; 3;12;24; 2;11;18;
55; 5;23; 4; 5;15;31; 4;12;19;
421;11;19; 3; 8;18;31; 5;16;23;
374; 9;18; 2; 2;16;24; 3;18;24;
467; 9;19; 4; 8;16;30; 4;15;22;
644; 4;24; 3; 5;17;25; 2; 9;19;
372; 5;24; 1; 5;17;25; 1;12;19;
534; 5;25; 2; 1;15;23; 5;16;23;
643; 3;23; 1; 5;18;26; 2;10;19;
456; 4;17; 3; 8;17;32; 1;10;19;
457; 5;23; 4; 5;15;24; 5;11;22;
459; 1;25; 3; 8;15;23; 4;12;19;
545; 2;17; 4; 3;18;26; 8;15;22;
231; 5;24; 2; 4;19;26; 3;10;23;
458;15;22; 1; 3;16;25; 5;12;22;
499; 3;25; 1; 2;12;31; 1;11;24;
500; 4;22; 3; 2;18;26; 1;12;25;
501; 1;25; 4; 8;16;26; 1;11;18;
513; 9;19; 1; 9;17;25; 4;17;23;
486; 1;16; 4; 2;16;26; 3;10;25;
524; 8;22; 1; 8;15;26; 5;12;23;
268; 4;24; 4; 1;10;31; 2;15;25;
474; 5;22; 1; 8;17;32; 2; 9;17;
478; 5;16; 1; 2;19;32; 1;17;24;
479; 1;24; 3; 9;17;29; 1;11;17;
565; 4;25; 4; 9;16;26; 9;15;25;
376;11;19; 1; 5;18;32; 3;10;19;
213; 2;22; 4; 1;16;32; 2;15;25;
445; 2;15; 2; 9;19;29; 3;10;22;
446; 3;24; 3; 3;18;32; 1; 9;18;
506; 2;15; 2; 9;19;29; 4;10;22;
508; 9;24; 4; 1;15;30; 3;15;22;
492; 9;23; 1; 2;19;30; 1;10;22;
514; 8;24; 4; 1;22;32; 5;12;19;
516; 3;24; 3; 3;15;25; 3;10;19;
493; 8;17; 1; 5;17;24; 4;11;23;
494; 5;19; 3; 2;16;26; 9;16;24;
27;10;18; 2; 4;10;23; 4; 9;16;
226; 1;25; 2; 3;12;24; 3;11;22;
419; 8;16; 1;10;22;29; 2;11;18;
583;10;18; 4; 1;16;30; 3;15;24;
470; 5;25; 2; 1;15;23; 5;16;23;
460; 1;25; 3; 1;17;31; 3;15;22;
541; 3;23; 2; 1;19;31; 9;16;24;
502; 3;16; 3; 3;18;32; 1;11;22;
597;10;19; 1; 5;15;30;10;17;25;
620; 1;23; 2;10;17;29; 2;17;23;
621; 3;16; 3; 3;18;32; 1;11;22;
627; 5;24; 4; 2;12;24; 5;15;23;
587; 1;23; 4; 2;12;24; 1;15;24;
603;11;24; 1; 4;18;32; 1;10;17;
599; 4;25; 2; 2;19;26; 4;12;19;
480; 1;22; 1; 4;12;29; 3;10;25;
447; 1;25; 1; 2;17;25; 4;11;25;
605; 2;16; 4; 5;17;30; 5;11;23;
171; 5;23; 4; 1;17;25; 5;15;24;
489; 4;15; 2;10;19;29; 8;15;25;
495;11;19; 3; 4;12;25; 5;12;23;
618; 2;25; 4; 3;15;32; 2;10;23;
619; 8;24; 4; 1;22;32; 5;12;19;
634; 3;22; 2; 9;18;31; 3;15;24;
635; 1;23; 1;10;22;29; 3;11;22;
